center_code,transfer_type
GELAB2544,"drop_off,courier,rider"
CC4260,"drop_off,courier,rider"
DC11183,"drop_off,courier,rider"
DC2355,"drop_off,courier,rider"
DC3245,"drop_off,courier,rider"
CC13636,"drop_off,courier,rider"
DC10791,"drop_off,courier,rider"
CC12491,"drop_off,courier,rider"
CC8662,"drop_off,courier,rider"
DC7115,"drop_off,courier,rider"
DC9510,"drop_off,courier,rider"
CC12570,"drop_off,courier,rider"
CC6336,"drop_off,courier,rider"
CC1907,"drop_off,courier,rider"
CC2927,"drop_off,courier,rider"
CC8424,"drop_off,courier,rider"
DC6187,"drop_off,courier,rider"
DC1926,"drop_off,courier,rider"
GELAB2323,"drop_off,courier,rider"
GELAB3175,"drop_off,courier,rider"
DC4229,"drop_off,courier,rider"
DC1656,"drop_off,courier,rider"
CC6199,"drop_off,courier,rider"
CC12831,"drop_off,courier,rider"
DC1925,"drop_off,courier,rider"
DC1632,"drop_off,courier,rider"
DC4567,"drop_off,courier,rider"
GELAB12411,"drop_off,courier,rider"
CC12433,"drop_off,courier,rider"
CC13062,"drop_off,courier,rider"
DC3279,"drop_off,courier,rider"
DC9681,"drop_off,courier,rider"
DC1657,"drop_off,courier,rider"
GELAB13145,"drop_off,courier,rider"
GEHC2166,"drop_off,courier,rider"
DC1661,"drop_off,courier,rider"
GELAB3124,"drop_off,courier,rider"
DC1590,"drop_off,courier,rider"
GELAB3023,"drop_off,courier,rider"
DC1575,"drop_off,courier,rider"
CC5520,"drop_off,courier,rider"
DC3277,"drop_off,courier,rider"
DC4208,"drop_off,courier,rider"
CC8862,"drop_off,courier,rider"
CC9726,"drop_off,courier,rider"
DC6632,"drop_off,courier,rider"
GELAB13219,"drop_off,courier,rider"
CC6082,"drop_off,courier,rider"
CC9452,"drop_off,courier,rider"
CC9727,"drop_off,courier,rider"
DC4568,"drop_off,courier,rider"
DC1924,"drop_off,courier,rider"
DC10945,"drop_off,courier,rider"
CC13633,"drop_off,courier,rider"
CC5517,"drop_off,courier,rider"
CC5196,"drop_off,courier,rider"
DC8273,"drop_off,courier,rider"
DC5485,"drop_off,courier,rider"
GELAB12536,"drop_off,courier,rider"
DC3824,"drop_off,courier,rider"
DC6582,"drop_off,courier,rider"
GELAB2525,"drop_off,courier,rider"
CC12566,"drop_off,courier,rider"
DC7446,"drop_off,courier,rider"
GELAB7377,"drop_off,courier,rider"
CC5249,"drop_off,courier,rider"
CC8357,"drop_off,courier,rider"
DC9249,"drop_off,courier,rider"
GELAB5234,"drop_off,courier,rider"
DC6188,"drop_off,courier,rider"
DC6189,"drop_off,courier,rider"
DC4569,"drop_off,courier,rider"
CC3189,"drop_off,courier,rider"
GELAB2965,"drop_off,courier,rider"
DC4809,"drop_off,courier,rider"
DC6212,"drop_off,courier,rider"
DC6390,"drop_off,courier,rider"
CC7417,"drop_off,courier,rider"
CC4367,"drop_off,courier,rider"
DC1655,"drop_off,courier,rider"
CC6503,"drop_off,courier,rider"
OLC7906,"drop_off,courier,rider"
CC7551,"drop_off,courier,rider"
CC12203,"drop_off,courier,rider"
DC4209,"drop_off,courier,rider"
CC5523,"drop_off,courier,rider"
OLC7709,"drop_off,courier,rider"
DC1658,"drop_off,courier,rider"
DC2868,"drop_off,courier,rider"
DC4230,"drop_off,courier,rider"
DC8914,"drop_off,courier,rider"
CC7909,"drop_off,courier,rider"
GELAB3149,"drop_off,courier,rider"
CC3876,"drop_off,courier,rider"
CC8551,"drop_off,courier,rider"
CC12837,"drop_off,courier,rider"
CC3737,"drop_off,courier,rider"
CC9987,"drop_off,courier,rider"
OLC11336,"drop_off,courier,rider"
OLC8116,"drop_off,courier,rider"
GELAB3227,"drop_off,courier,rider"
GELAB3059,"drop_off,courier,rider"
CC7932,"drop_off,courier,rider"
GEHC2191,"drop_off,courier,rider"
DC11174,"drop_off,courier,rider"
DC9417,"drop_off,courier,rider"
CC7765,"drop_off,courier,rider"
GELAB3637,"drop_off,courier,rider"
DC9586,"drop_off,courier,rider"
CC5467,"drop_off,courier,rider"
DC1572,"drop_off,courier,rider"
CC1519,"drop_off,courier,rider"
DC4115,"drop_off,courier,rider"
DC7984,"drop_off,courier,rider"
CC12472,"drop_off,courier,rider"
CC13543,"drop_off,courier,rider"
CC13482,"drop_off,courier,rider"
CC10061,"drop_off,courier,rider"
DC6521,"drop_off,courier,rider"
CC5253,"drop_off,courier,rider"
CC9461,"drop_off,courier,rider"
DC4210,"drop_off,courier,rider"
DC7729,"drop_off,courier,rider"
OLC7830,"drop_off,courier,rider"
OLC7141,"drop_off,courier,rider"
DC3561,"drop_off,courier,rider"
CC13366,"drop_off,courier,rider"
CC4536,"drop_off,courier,rider"
DC2977,"drop_off,courier,rider"
GELAB12612,"drop_off,courier,rider"
GELAB10654,"drop_off,courier,rider"
DC6540,"drop_off,courier,rider"
CC13121,"drop_off,courier,rider"
DC1996,"drop_off,courier,rider"
DC1753,"drop_off,courier,rider"
DC5512,"drop_off,courier,rider"
CC10805,"drop_off,courier,rider"
DC7579,"drop_off,courier,rider"
DC12310,"drop_off,courier,rider"
DC5127,"drop_off,courier,rider"
DC4206,"drop_off,courier,rider"
CC4146,"drop_off,courier,rider"
DC1618,"drop_off,courier,rider"
CC9737,"drop_off,courier,rider"
DC6581,"drop_off,courier,rider"
DC1660,"drop_off,courier,rider"
DC3278,"drop_off,courier,rider"
DC5559,"drop_off,courier,rider"
DC8540,"drop_off,courier,rider"
DC7010,"drop_off,courier,rider"
GELAB2991,"drop_off,courier,rider"
DC8772,"drop_off,courier,rider"
DC13267,"drop_off,courier,rider"
DC11712,"drop_off,courier,rider"
DC9129,"drop_off,courier,rider"
GELAB4083,"drop_off,courier,rider"
DC6944,"drop_off,courier,rider"
DC12625,"drop_off,courier,rider"
DC12302,"drop_off,courier,rider"
DC13177,"drop_off,courier,rider"
DC10468,"drop_off,courier,rider"
GELAB12127,"drop_off,courier,rider"
DC7068,"drop_off,courier,rider"
DC11971,"drop_off,courier,rider"
DC13266,"drop_off,courier,rider"
DC6845,"drop_off,courier,rider"
DC9428,"drop_off,courier,rider"
CC7516,"drop_off,courier,rider"
GELAB2990,"drop_off,courier,rider"
DC12175,"drop_off,courier,rider"
GELAB3116,"drop_off,courier,rider"
CC11508,"drop_off,courier,rider"
DC10800,"drop_off,courier,rider"
OLC8550,"drop_off,courier,rider"
DC6231,"drop_off,courier,rider"
GELAB4959,"drop_off,courier,rider"
DC5396,"drop_off,courier,rider"
DC9824,"drop_off,courier,rider"
DC7734,"drop_off,courier,rider"
DC10736,"drop_off,courier,rider"
CC8240,"drop_off,courier,rider"
DC7199,"drop_off,courier,rider"
DC8284,"drop_off,courier,rider"
DC8251,"drop_off,courier,rider"
DC7069,"drop_off,courier,rider"
DC6727,"drop_off,courier,rider"
DC12806,"drop_off,courier,rider"
CC9458,"drop_off,courier,rider"
DC11294,"drop_off,courier,rider"
DC9774,"drop_off,courier,rider"
DC13566,"drop_off,courier,rider"
CC9621,"drop_off,courier,rider"
DC9981,"drop_off,courier,rider"
GELAB3749,"drop_off,courier,rider"
DC7024,"drop_off,courier,rider"
DC9122,"drop_off,courier,rider"
GELAB4948,"drop_off,courier,rider"
CC5186,"drop_off,courier,rider"
CC12573,"drop_off,courier,rider"
DC6962,"drop_off,courier,rider"
DC6515,"drop_off,courier,rider"
CC12607,"drop_off,courier,rider"
DC6748,"drop_off,courier,rider"
DC13355,"drop_off,courier,rider"
DC7163,"drop_off,courier,rider"
DC13362,"drop_off,courier,rider"
GELAB3998,"drop_off,courier,rider"
CC7510,"drop_off,courier,rider"
OLC10651,"drop_off,courier,rider"
GELAB3963,"drop_off,courier,rider"
DC7023,"drop_off,courier,rider"
DC12807,"drop_off,courier,rider"
DC7334,"drop_off,courier,rider"
DC7174,"drop_off,courier,rider"
DC9082,"drop_off,courier,rider"
DC9967,"drop_off,courier,rider"
GELAB3997,"drop_off,courier,rider"
DC13049,"drop_off,courier,rider"
DC6919,"drop_off,courier,rider"
CC13375,"drop_off,courier,rider"
DC10699,"drop_off,courier,rider"
DC1958,"drop_off,courier,rider"
DC7168,"drop_off,courier,rider"
GELAB11922,"drop_off,courier,rider"
DC10469,"drop_off,courier,rider"
CC12229,"drop_off,courier,rider"
DC12940,"drop_off,courier,rider"
DC12359,"drop_off,courier,rider"
DC7333,"drop_off,courier,rider"
CC11285,"drop_off,courier,rider"
DC11947,"drop_off,courier,rider"
GELAB5270,"drop_off,courier,rider"
DC7178,"drop_off,courier,rider"
DC9936,"drop_off,courier,rider"
DC12143,"drop_off,courier,rider"
DC12378,"drop_off,courier,rider"
DC4453,"drop_off,courier,rider"
DC9353,"drop_off,courier,rider"
GELAB3680,"drop_off,courier,rider"
DC6516,"drop_off,courier,rider"
CC6614,"drop_off,courier,rider"
DC5582,"drop_off,courier,rider"
DC8256,"drop_off,courier,rider"
GELAB4849,"drop_off,courier,rider"
DC13436,"drop_off,courier,rider"
DC6749,"drop_off,courier,rider"
DC11030,"drop_off,courier,rider"
DC7043,"drop_off,courier,rider"
GELAB4285,"drop_off,courier,rider"
CC11168,"drop_off,courier,rider"
DC12373,"drop_off,courier,rider"
DC13358,"drop_off,courier,rider"
GELAB3183,"drop_off,courier,rider"
DC7661,"drop_off,courier,rider"
DC7332,"drop_off,courier,rider"
DC9934,"drop_off,courier,rider"
DC9081,"drop_off,courier,rider"
CC11136,"drop_off,courier,rider"
DC9427,"drop_off,courier,rider"
CC10001,"drop_off,courier,rider"
DC11035,"drop_off,courier,rider"
DC9163,"drop_off,courier,rider"
GELAB3382,"drop_off,courier,rider"
DC12372,"drop_off,courier,rider"
DC7108,"drop_off,courier,rider"
DC7110,"drop_off,courier,rider"
DC7165,"drop_off,courier,rider"
DC4700,"drop_off,courier,rider"
DC4618,"drop_off,courier,rider"
DC6952,"drop_off,courier,rider"
DC9117,"drop_off,courier,rider"
DC9354,"drop_off,courier,rider"
CC5821,"drop_off,courier,rider"
DC1987,"drop_off,courier,rider"
GELAB4036,"drop_off,courier,rider"
DC7027,"drop_off,courier,rider"
DC9155,"drop_off,courier,rider"
DC12145,"drop_off,courier,rider"
GELAB12006,"drop_off,courier,rider"
CC9717,"drop_off,courier,rider"
DC4880,"drop_off,courier,rider"
DC10538,"drop_off,courier,rider"
DC11058,"drop_off,courier,rider"
GELAB3365,"drop_off,courier,rider"
DC8543,"drop_off,courier,rider"
DC11411,"drop_off,courier,rider"
DC7026,"drop_off,courier,rider"
GELAB4745,"drop_off,courier,rider"
CC10820,"drop_off,courier,rider"
DC9296,"drop_off,courier,rider"
DC12944,"drop_off,courier,rider"
DC7059,"drop_off,courier,rider"
DC9979,"drop_off,courier,rider"
DC11724,"drop_off,courier,rider"
DC10611,"drop_off,courier,rider"
DC11038,"drop_off,courier,rider"
CC13388,"drop_off,courier,rider"
DC7109,"drop_off,courier,rider"
DC6993,"drop_off,courier,rider"
DC11037,"drop_off,courier,rider"
DC9351,"drop_off,courier,rider"
GELAB4746,"drop_off,courier,rider"
CC9599,"drop_off,courier,rider"
CC3500,"drop_off,courier,rider"
CC11904,"drop_off,courier,rider"
DC6953,"drop_off,courier,rider"
DC1957,"drop_off,courier,rider"
CC11006,"drop_off,courier,rider"
GELAB4594,"drop_off,courier,rider"
DC12374,"drop_off,courier,rider"
DC5588,"drop_off,courier,rider"
GELAB3177,"drop_off,courier,rider"
DC11304,"drop_off,courier,rider"
DC8486,"drop_off,courier,rider"
GELAB3135,"drop_off,courier,rider"
GELAB4082,"drop_off,courier,rider"
GELAB2654,"drop_off,courier,rider"
CC11782,"drop_off,courier,rider"
DC11948,"drop_off,courier,rider"
DC7025,"drop_off,courier,rider"
DC8444,"drop_off,courier,rider"
CC12348,"drop_off,courier,rider"
DC13188,"drop_off,courier,rider"
CC12682,"drop_off,courier,rider"
GELAB4869,"drop_off,courier,rider"
DC6750,"drop_off,courier,rider"
DC12234,"drop_off,courier,rider"
DC11723,"drop_off,courier,rider"
DC7145,"drop_off,courier,rider"
DC9751,"drop_off,courier,rider"
GELAB3604,"drop_off,courier,rider"
DC6747,"drop_off,courier,rider"
DC6876,"drop_off,courier,rider"
CC9379,"drop_off,courier,rider"
DC5587,"drop_off,courier,rider"
GELAB4161,"drop_off,courier,rider"
DC7179,"drop_off,courier,rider"
DC12943,"drop_off,courier,rider"
CC9755,"drop_off,courier,rider"
CC11388,"drop_off,courier,rider"
DC13459,"drop_off,courier,rider"
DC1703,"drop_off,courier,rider"
DC1786,"drop_off,courier,rider"
DC1441,"drop_off,courier,rider"
GELAB3372,"drop_off,courier,rider"
CC8479,"drop_off,courier,rider"
DC9158,"drop_off,courier,rider"
GELAB3073,"drop_off,courier,rider"
CC4368,"drop_off,courier,rider"
DC8916,"drop_off,courier,rider"
DC11439,"drop_off,courier,rider"
DC13494,"drop_off,courier,rider"
DC2973,"drop_off,courier,rider"
DC12406,"drop_off,courier,rider"
DC6237,"drop_off,courier,rider"
GELAB3960,"drop_off,courier,rider"
DC7164,"drop_off,courier,rider"
GELAB2684,"drop_off,courier,rider"
DC11749,"drop_off,courier,rider"
DC9247,"drop_off,courier,rider"
GELAB2724,"drop_off,courier,rider"
GELAB12068,"drop_off,courier,rider"
CC4469,"drop_off,courier,rider"
DC8561,"drop_off,courier,rider"
DC8832,"drop_off,courier,rider"
F957,"drop_off,courier,rider"
GELAB2949,"drop_off,courier,rider"
GELAB2970,"drop_off,courier,rider"
DC12306,"drop_off,courier,rider"
DC2023,"drop_off,courier,rider"
DC1748,"drop_off,courier,rider"
DC1671,"drop_off,courier,rider"
DC8562,"drop_off,courier,rider"
DC12136,"drop_off,courier,rider"
DC11518,"drop_off,courier,rider"
GELAB3485,"drop_off,courier,rider"
CC11889,"drop_off,courier,rider"
DC1854,"drop_off,courier,rider"
DC1773,"drop_off,courier,rider"
DC6469,"drop_off,courier,rider"
DC6421,"drop_off,courier,rider"
DC13402,"drop_off,courier,rider"
DC12440,"drop_off,courier,rider"
DC2535,"drop_off,courier,rider"
CC1901,"drop_off,courier,rider"
DC2896,"drop_off,courier,rider"
DC5154,"drop_off,courier,rider"
DC1440,"drop_off,courier,rider"
DC6577,"drop_off,courier,rider"
DC8259,"drop_off,courier,rider"
DC8139,"drop_off,courier,rider"
F956,"drop_off,courier,rider"
DC12207,"drop_off,courier,rider"
GELAB3018,"drop_off,courier,rider"
DC6258,"drop_off,courier,rider"
GELAB3313,"drop_off,courier,rider"
GELAB2913,"drop_off,courier,rider"
F961,"drop_off,courier,rider"
GELAB3093,"drop_off,courier,rider"
DC8455,"drop_off,courier,rider"
DC1770,"drop_off,courier,rider"
GELAB5173,"drop_off,courier,rider"
GELAB3384,"drop_off,courier,rider"
CC13500,"drop_off,courier,rider"
GELAB3643,"drop_off,courier,rider"
DC10486,"drop_off,courier,rider"
DC1691,"drop_off,courier,rider"
GELAB5541,"drop_off,courier,rider"
DC8096,"drop_off,courier,rider"
DC9248,"drop_off,courier,rider"
DC12165,"drop_off,courier,rider"
DC8272,"drop_off,courier,rider"
DC1853,"drop_off,courier,rider"
DC4521,"drop_off,courier,rider"
GELAB5213,"drop_off,courier,rider"
CC7153,"drop_off,courier,rider"
GELAB3446,"drop_off,courier,rider"
DC1694,"drop_off,courier,rider"
GELAB3134,"drop_off,courier,rider"
DC11473,"drop_off,courier,rider"
DC8505,"drop_off,courier,rider"
GELAB2727,"drop_off,courier,rider"
DC2121,"drop_off,courier,rider"
DC7313,"drop_off,courier,rider"
DC2384,"drop_off,courier,rider"
DC6542,"drop_off,courier,rider"
CC1895,"drop_off,courier,rider"
DC13368,"drop_off,courier,rider"
DC8341,"drop_off,courier,rider"
GELAB4796,"drop_off,courier,rider"
DC8546,"drop_off,courier,rider"
DC4105,"drop_off,courier,rider"
DC3095,"drop_off,courier,rider"
GELAB11946,"drop_off,courier,rider"
CC9193,"drop_off,courier,rider"
DC11639,"drop_off,courier,rider"
DC1772,"drop_off,courier,rider"
GELAB3488,"drop_off,courier,rider"
F962,"drop_off,courier,rider"
DC1511,"drop_off,courier,rider"
GELAB7302,"drop_off,courier,rider"
DC2972,"drop_off,courier,rider"
DC1882,"drop_off,courier,rider"
DC1740,"drop_off,courier,rider"
DC3096,"drop_off,courier,rider"
DC8137,"drop_off,courier,rider"
GELAB3117,"drop_off,courier,rider"
GELAB11062,"drop_off,courier,rider"
CC8061,"drop_off,courier,rider"
CC1522,"drop_off,courier,rider"
DC8373,"drop_off,courier,rider"
DC12030,"drop_off,courier,rider"
DC13019,"drop_off,courier,rider"
DC1548,"drop_off,courier,rider"
CC4818,"drop_off,courier,rider"
DC3931,"drop_off,courier,rider"
GELAB8025,"drop_off,courier,rider"
DC8092,"drop_off,courier,rider"
GELAB8781,"drop_off,courier,rider"
DC4120,"drop_off,courier,rider"
DC13024,"drop_off,courier,rider"
DC4748,"drop_off,courier,rider"
GELAB13194,"drop_off,courier,rider"
DC13552,"drop_off,courier,rider"
DC2900,"drop_off,courier,rider"
DC2999,"drop_off,courier,rider"
DC12031,"drop_off,courier,rider"
GELAB3152,"drop_off,courier,rider"
DC1701,"drop_off,courier,rider"
DC8506,"drop_off,courier,rider"
DC6920,"drop_off,courier,rider"
DC7759,"drop_off,courier,rider"
CC11373,"drop_off,courier,rider"
CC13466,"drop_off,courier,rider"
DC12389,"drop_off,courier,rider"
DC9673,"drop_off,courier,rider"
CC1377,"drop_off,courier,rider"
GEHC2455,"drop_off,courier,rider"
DC2899,"drop_off,courier,rider"
DC3789,"drop_off,courier,rider"
CC6338,"drop_off,courier,rider"
DC1651,"drop_off,courier,rider"
DC7989,"drop_off,courier,rider"
GELAB10368,"drop_off,courier,rider"
DC1867,"drop_off,courier,rider"
DC6625,"drop_off,courier,rider"
GELAB9964,"drop_off,courier,rider"
DC11818,"drop_off,courier,rider"
GELAB3160,"drop_off,courier,rider"
GELAB7950,"drop_off,courier,rider"
DC2520,"drop_off,courier,rider"
F799,"drop_off,courier,rider"
DC12009,"drop_off,courier,rider"
DC6623,"drop_off,courier,rider"
GELAB2874,"drop_off,courier,rider"
GELAB3153,"drop_off,courier,rider"
GELAB4410,"drop_off,courier,rider"
DC587,"drop_off,courier,rider"
GELAB9487,"drop_off,courier,rider"
DC7078,"drop_off,courier,rider"
GELAB2541,"drop_off,courier,rider"
DC2095,"drop_off,courier,rider"
DC6259,"drop_off,courier,rider"
CC6402,"drop_off,courier,rider"
DC6626,"drop_off,courier,rider"
DC7185,"drop_off,courier,rider"
GELAB3154,"drop_off,courier,rider"
CC7944,"drop_off,courier,rider"
DC2521,"drop_off,courier,rider"
DC1608,"drop_off,courier,rider"
DC13299,"drop_off,courier,rider"
DC11163,"drop_off,courier,rider"
GELAB9600,"drop_off,courier,rider"
DC3973,"drop_off,courier,rider"
DC8454,"drop_off,courier,rider"
DC1721,"drop_off,courier,rider"
DC1543,"drop_off,courier,rider"
DC1589,"drop_off,courier,rider"
DC2534,"drop_off,courier,rider"
GELAB4224,"drop_off,courier,rider"
DC8093,"drop_off,courier,rider"
F960,"drop_off,courier,rider"
GELAB3091,"drop_off,courier,rider"
GELAB5040,"drop_off,courier,rider"
DC1599,"drop_off,courier,rider"
DC12106,"drop_off,courier,rider"
DC7182,"drop_off,courier,rider"
DC1868,"drop_off,courier,rider"
DC7111,"drop_off,courier,rider"
GELAB12176,"drop_off,courier,rider"
DC2974,"drop_off,courier,rider"
DC6757,"drop_off,courier,rider"
DC8262,"drop_off,courier,rider"
DC1634,"drop_off,courier,rider"
DC1647,"drop_off,courier,rider"
GELAB4255,"drop_off,courier,rider"
DC8094,"drop_off,courier,rider"
DC2394,"drop_off,courier,rider"
OLC13668,"drop_off,courier,rider"
DC2536,"drop_off,courier,rider"
DC1672,"drop_off,courier,rider"
DC7327,"drop_off,courier,rider"
CC11622,"drop_off,courier,rider"
DC6578,"drop_off,courier,rider"
DC1732,"drop_off,courier,rider"
DC2390,"drop_off,courier,rider"
GELAB2870,"drop_off,courier,rider"
CC10822,"drop_off,courier,rider"
GELAB2718,"drop_off,courier,rider"
DC12661,"drop_off,courier,rider"
DC2897,"drop_off,courier,rider"
DC11931,"drop_off,courier,rider"
DC1662,"drop_off,courier,rider"
DC3792,"drop_off,courier,rider"
DC6683,"drop_off,courier,rider"
DC8833,"drop_off,courier,rider"
GELAB11594,"drop_off,courier,rider"
DC2156,"drop_off,courier,rider"
DC2975,"drop_off,courier,rider"
GELAB4126,"drop_off,courier,rider"
DC8138,"drop_off,courier,rider"
DC3094,"drop_off,courier,rider"
DC11954,"drop_off,courier,rider"
DC1733,"drop_off,courier,rider"
GELAB3366,"drop_off,courier,rider"
DC1991,"drop_off,courier,rider"
DC1610,"drop_off,courier,rider"
